Course Link,Title,Short Description,Length,Effort,Price,Institution,Subject,Level,Prerequisites
https://www.edx.org/course/introduction-to-investments,Introduction to Investments,Missing,5 Weeks,3-5 hours per week,$50 USD,IIMBx,Business & Management,Intermediate,Missing
https://www.edx.org/course/el-cerebro-y-las-emociones-en-el-lenguaje,El cerebro y las emociones en el lenguaje,"Conoce cómo se procesa el contenido emocional de los estímulos que captamos con nuestros sentidos, para que puedas, de manera más consiente, producir, modular e interpretar el lenguaje emocional en la interacción con otros.",5 Weeks,4-5 hours per week,$49 USD,URosarioX,Communication,Introductory,Missing
https://www.edx.org/course/introduction-to-project-management,Introduction to Project Management,Learn the principles of project management and apply them in your own work and life.,6 Weeks,2-3 hours per week,$199 USD,AdelaideX,Business & Management,Introductory,None
https://www.edx.org/course/people-management,People Management,Missing,6 Weeks,2-4 hours per week,$150 USD,IIMBx,Business & Management,Introductory,Missing
https://www.edx.org/course/science-cooking-from-haute-cuisine-to-soft-matte-2,Science & Cooking: From Haute Cuisine to Soft Matter Science (physics),"Top chefs and Harvard researchers explore how traditional and modernist cooking techniques can illuminate basic principles in chemistry, physics, and engineering. Learn about elasticity, viscosity, mayonnaise, baking, and more!",16 Weeks,2-3 hours per week,$99 USD,HarvardX,Physics,Introductory,"Secondary school (high school) algebra, basic mathematics concepts"
https://www.edx.org/course/do-your-venture-entrepreneurship-for-everyone,DO Your Venture: Entrepreneurship For Everyone,Missing,6 Weeks,3-4 hours per week,$150 USD,IIMBx,Business & Management,Introductory,Missing
https://www.edx.org/course/malariax-defeating-malaria-from-the-genes-to-the-g,MalariaX: Defeating Malaria from the Genes to the Globe,"How can we eradicate malaria? Explore cutting-edge science and technology, and examine policies needed, to control and eliminate malaria.",8 Weeks,3-5 hours per week,$49 USD,HarvardX,Biology & Life Sciences,Intermediate,Undergraduate-level biology and quantitative methods
https://www.edx.org/course/upper-intermediate-english-business,Upper-Intermediate English: Business and Industry,"Take your English language skills to the next level. Learn how to write letters, use appropriate verbal tenses and enhance your vocabulary and grammar, all within the context of business.",4 Weeks,3-5 hours per week,$50 USD,UPValenciaX,Language,Intermediate,Lower Intermediate or Intermediate level of English
https://www.edx.org/course/us-public-policy-social-economic-and-foreign-polic,"U.S. Public Policy: Social, Economic, and Foreign Policies",Learn about public policy in America and the dynamics of American politics.,4 Weeks,2-4 hours per week,$49 USD,HarvardX,Social Sciences,Introductory,None
https://www.edx.org/course/six-sigma-define-and-measure,Six Sigma: Define and Measure,"An introduction to the Six Sigma methodology and the DMAIC cycle for process improvement with a focus on the Define and Measure phases, including basic statistics for understanding sampling plans and calculating process capability.",8 Weeks,3-4 hours per week,$99 USD,TUMx,Business & Management,Introductory,"This course reviews basic statistics used in Six Sigma and quality management, applying them to quality problems and methods. Therefore, basic math skills are necessary."
https://www.edx.org/course/emsat-english-preparation-level-1,EmSAT English Preparation - Level 1,"This Comprehension and Production course focuses on the pre-intermediate level and develops the learner’s reading, listening and study skills. Learners focus on high frequency and academic vocabulary, in addition to being introduced to the EmSAT exam structure.",6 Weeks,2-3 hours per week,$49 USD,UAEUX,Language,Introductory,Missing
https://www.edx.org/course/the-opioid-crisis-in-america,The Opioid Crisis in America,"Learn about the opioid epidemic in the United States, including information about treatment and recovery from opioid addiction.",10 Weeks,1-2 hours per week,$99 USD,HarvardX,Medicine,Introductory,None
https://www.edx.org/course/human-anatomy,Human Anatomy,The first MOOC to teach Human Anatomy from multiple healthcare professional perspectives through a case-based study of stroke.,8 Weeks,2-4 hours per week,$139 USD,HKPolyUx,Medicine,Introductory,None
https://www.edx.org/course/python-for-data-science-2,Python for Data Science,"Learn to use powerful, open-source, Python tools, including Pandas, Git and Matplotlib, to manipulate, analyze, and visualize complex datasets.",10 Weeks,8-10 hours per week,$350 USD,UCSanDiegoX,Data Analysis & Statistics,Advanced,"Previous experience with any programming language (Java, C, Pascal, Fortran, C++, Python, PHP, etc.) is expected.This includes a high school, or undergraduate equivalent, to an introduction to computer science course.Learners should be comfortable with loops, if/else, and variables."
https://www.edx.org/course/marketing-analytics-competitive-analysis-and-marke,Marketing Analytics: Competitive Analysis and Market Segmentation,Missing,4 Weeks,5-7 hours per week,$249 USD,BerkeleyX,Computer Science,Intermediate,Missing
https://www.edx.org/course/shakespeares-othello-the-moor,Shakespeare’s Othello: The Moor,Explore acts of storytelling in Shakespeare's Othello alongside world-class artists who interpret Othello's story in new forms and contexts today.,4 Weeks,5-7 hours per week,$49 USD,HarvardX,Humanities,Introductory,Missing
https://www.edx.org/course/basic-spanish-2-one-step-further,Basic Spanish 2: One Step Further,Missing,4 Weeks,4-5 hours per week,$50 USD,UPValenciaX,Language,Introductory,Missing
https://www.edx.org/course/upper-intermediate-english-globalization,Upper-Intermediate English: Business and Globalization,"Learn how to write letters, use appropriate verbal tenses and enhance your English vocabulary and grammar, all within the context of globalization.",4 Weeks,3-5 hours per week,$50 USD,UPValenciaX,Language,Intermediate,Lower Intermediate or Intermediate level of English
https://www.edx.org/course/using-email-for-networking-in-english,Using Email for Networking in English,"Improve your writing skills. Write effective emails including great subject lines, greetings, and closings. You’ll be more confident as you communicate for business, send messages, expand your network, and search for jobs in English.",4 Weeks,3-5 hours per week,$149 USD,UWashingtonX,Language,Introductory,Intermediate level of English language proficiency.
https://www.edx.org/course/querying-data-with-transact-sql-2,Querying Data with Transact-SQL,"From querying and modifying data in SQL Server or Azure SQL to programming with Transact-SQL, learn essential skills that employers need.",6 Weeks,4-5 hours per week,"₹7,416",Microsoft,Computer Science,Intermediate,Basic understanding of databases and IT systems.
https://www.edx.org/course/mandarin-chinese-level-1,Mandarin Chinese Level 1,"Mandarin Chinese is rapidly becoming one of the top languages to learn, especially for business. Learnbasic language skills for business scenarios in Mandarin-speaking countries.",6 Weeks,4-10 hours per week,$149 USD,MandarinX,Language,Introductory,Missing
https://www.edx.org/course/big-data-sin-misterios,Big Data sin misterios,Transforma los datos en valor. Aprende el potencial de Big Data para aumentar la eficiencia y eficacia de tu organización en este MOOC desarrollado con Telefónica.,10 Weeks,4-5 hours per week,"₹1,873",IDBx,Data Analysis & Statistics,Intermediate,Este curso es de nivel intermedio y esta diseñado para personas con conocimientos previos sobre analítica de datos y herramientas digitales.
https://www.edx.org/course/data-analysis-in-power-bi,Analyzing and Visualizing Data with Power BI,Step up your analytics game and learn one of the most in-demand job skills in the United States.,4 Weeks,10-20 hours per week,"₹7,416",DavidsonX,Data Analysis & Statistics,Introductory,Missing
https://www.edx.org/course/covid-19-abordaje-inicial-del-paciente-con-infeccion-por-covid-19,COVID - 19: Abordaje inicial del paciente con infección por Covid-19,Este curso en línea busca hacer una introducción de los principales aspectos relacionados con el Coronavirus COVID-19.,1 Weeks,3-5 hours per week,₹749,JaverianaX,Medicine,Introductory,Profesionales de la salud
https://www.edx.org/course/empathy-and-emotional-intelligence-at-work,Empathy and Emotional Intelligence at Work,"Learn research-based skills to strengthen empathy and trust, improve collaboration, and create more innovative, productive, and satisfying experiences at work.",4 Weeks,1-2 hours per week,"₹14,907",BerkeleyX,Business & Management,Introductory,Recommended but not required:
https://www.edx.org/course/administracion-publica-y-fiscal-como-se-gestiona-u,Administración pública y fiscal: cómo se gestiona un gobierno,Aprenderás de manera sencilla y cercana como se mide la calidad de la administración pública y fiscal de tu pais y verás en que lugar se encuentra respecto al resto de América Latina y el Caribe.,10 Weeks,3-4 hours per week,$25 USD,IDBx,Economics & Finance,Introductory,Missing
https://www.edx.org/course/contemporary-china-the-peoples-republic-taiwan-and,"Contemporary China: The People's Republic, Taiwan, and Hong Kong",Use the case study method to study China from the rise of Deng Xiaoping to the present.,15 Weeks,1-3 hours per week,$139 USD,HarvardX,History,Introductory,None
https://www.edx.org/course/psychology-of-personal-growth,Psychology of Personal Growth,Learn to understand personal growth from a comparative perspective.,6 Weeks,2-3 hours per week,"₹3,746",HKUSTx,Social Sciences,Introductory,No prior knowledge in psychology needed; join us a rookie.
https://www.edx.org/course/ancient-masterpieces-of-world-literature,Ancient Masterpieces of World Literature,"Examine how cultures of the ancient world defined themselves through literature and how their vision of literature contributes to our understanding of civilization, culture, and literature today.",6 Weeks,3-6 hours per week,$99 USD,HarvardX,Literature,Introductory,None
https://www.edx.org/course/introduction-to-social-psychology,Introduction to Social Psychology,Learn why people think and behave the way they do in social settings.,7 Weeks,1-2 hours per week,$99 USD,UQx,Humanities,Introductory,None
https://www.edx.org/course/marketing-management,Marketing Management,"Learn how to effectively apply marketing management theories and practices, including the marketing mix, through real-world business scenarios.",9 Weeks,2-4 hours per week,$150 USD,IIMBx,Business & Management,Intermediate,None
https://www.edx.org/course/introduction-to-biology-the-secret-of-life-3,Introduction to Biology - The Secret of Life,"Explore the secret of life through the basics of biochemistry, genetics, molecular biology, recombinant DNA, genomics and rational medicine.",16 Weeks,5-10 hours per week,$150 USD,MITx,Biology & Life Sciences,Introductory,High school level biology and chemistry recommended. A desire to learn is required.
https://www.edx.org/course/bitcoin-and-cryptocurrencies,Bitcoin and Cryptocurrencies,Missing,6 Weeks,3-5 hours per week,$99 USD,BerkeleyX,Computer Science,Introductory,Missing
https://www.edx.org/course/conversational-english-skills,生活英语听说 | Conversational English Skills,Learn how to effectively communicate in English and improve your conversational language skills. 你想与native speaker无障碍交流吗？让中外老师和50多位美国、英国、爱尔兰、加拿大、澳大利亚、哥伦比亚的朋友，带你领略一次不一样的英语学习之旅吧。,10 Weeks,2-4 hours per week,$49 USD,TsinghuaX,Communication,Introductory,None
https://www.edx.org/course/introduction-to-fintech,Introduction to FinTech,"Learn from leading academics and practitioners from around the world about the innovations, technology and regulation driving the transformation of finance.",6 Weeks,1-3 hours per week,"₹14,907",HKUx,Economics & Finance,Introductory,None
https://www.edx.org/course/marketing-enfocado-en-la-estrategia-de-servicios,Marketing enfocado en la estrategia de servicios,"El consumidor del siglo XXI ha cambiado sus hábitos de consumo, aprende en este curso en línea qué hay detrás de estas tendencias y cómo ofrecer nuevas experiencias de servicio, algunos ejemplos son: Airbnb, Netflix, Spotify, Uber, Andrés Carne de Res.",6 Weeks,5-7 hours per week,"₹8,914",UNCordobaX,Business & Management,Introductory,Ninguno
https://www.edx.org/course/first-nights-beethovens-9th-symphony-and-the-19th,First Nights - Beethoven's 9th Symphony and the 19th Century Orchestra,Missing,3 Weeks,3-5 hours per week,"₹3,671",HarvardX,Humanities,Introductory,Missing
https://www.edx.org/course/managing-study-stress-and-mental-health-at-univers,"Managing Study, Stress and Mental Health at University","Develop a clearer understanding of what mental health is, and learn how best to recognise and respond to mental health concerns, such as negative thoughts and behaviours, in yourself and others.",2 Weeks,1-3 hours per week,$49 USD,CurtinX,Health & Safety,Introductory,None.
https://www.edx.org/course/design-thinking-and-creativity-for-innovation,Design Thinking and Creativity for Innovation,Learn the fundamentals of how design thinking and creativity can be used to enable innovation.,10 Weeks,8-10 hours per week,₹375,UQx,Business & Management,Intermediate,Missing
